Microwshed_ID,Area_Acres,Pond_Count,Total_Pond_Area_Acres,Average_Pond_Area_Acres,Pond Area /_MWS Area_Percentage,Pond_Controllable_Volume_Ac-Ft,Total_Nitrogen_(Lb/Yr),Total_Phosphorous_(Lb/Yr),Percent_Impervious,Percent_Urban
940,11.99,0,0.00,0.00,0.00,0.64,76.64,10.64,0.37,65.25
942,26.85,0,0.00,0.00,0.00,0.64,56.38,8.18,7.89,nan
943,89.19,0,0.00,0.00,0.00,0.64,469.88,68.16,7.79,nan
944,8.93,0,0.00,0.00,0.00,0.64,57.87,8.39,18.10,nan
945,8.89,0,0.00,0.00,0.00,0.64,57.66,8.36,8.65,nan
946,19.34,0,0.00,0.00,0.00,0.64,115.55,16.76,7.59,nan
947,24.93,0,0.00,0.00,0.00,0.64,161.61,23.44,7.77,nan
949,93.46,0,0.00,0.00,0.00,0.64,605.88,87.89,21.61,nan
964,11.66,0,0.00,0.00,0.00,0.64,64.13,9.30,19.14,nan
950,29.12,0,0.00,0.00,0.00,0.64,188.79,27.39,12.82,nan
951,50.02,0,0.00,0.00,0.00,0.64,324.28,47.04,23.11,nan
952,14.69,0,0.00,0.00,0.00,0.64,98.22,14.22,14.81,19.51
953,11.81,0,0.00,0.00,0.00,0.64,76.56,11.11,19.16,nan
954,47.94,0,0.00,0.00,0.00,0.64,313.77,45.48,12.03,5.98
956,17.85,0,0.00,0.00,0.00,0.64,115.74,16.79,10.92,nan
958,33.09,0,0.00,0.00,0.00,0.64,nan,nan,3.66,nan
960,10.65,0,0.00,0.00,0.00,0.64,nan,nan,0.25,nan
961,20.05,0,0.00,0.00,0.00,0.64,nan,nan,12.39,nan
963,31.24,0,0.00,0.00,0.00,0.64,nan,nan,5.54,nan
992,32.92,0,0.00,0.00,0.00,0.64,nan,nan,17.65,nan
994,26.88,0,0.00,0.00,0.00,0.64,nan,nan,21.88,0.02
935,18.13,0,0.00,0.00,0.00,0.64,154.35,22.52,7.25,89.23
1076,14.40,0,0.00,0.00,0.00,0.64,98.89,14.77,27.86,98.84
1046,8.89,0,0.00,0.00,0.00,0.64,75.05,10.83,22.15,84.72
1051,15.87,0,0.00,0.00,0.00,0.64,112.89,16.96,27.94,48.26
1058,9.73,0,0.00,0.00,0.00,0.64,66.99,10.01,27.24,100.00
1062,20.65,0,0.00,0.00,0.00,0.64,142.86,21.33,14.69,90.10
1064,15.61,0,0.00,0.00,0.00,0.64,107.48,16.06,21.66,100.00
1069,26.29,0,0.00,0.00,0.00,0.64,181.02,27.05,9.69,100.00
1070,15.77,0,0.00,0.00,0.00,0.64,95.81,13.56,16.92,80.64
1071,16.74,0,0.00,0.00,0.00,0.64,115.20,17.21,19.63,25.07
1073,17.46,0,0.00,0.00,0.00,0.64,120.23,17.97,32.66,100.00
1074,19.54,0,0.00,0.00,0.00,0.64,134.32,20.07,44.80,92.55
1077,9.99,0,0.00,0.00,0.00,0.64,74.07,10.03,16.89,99.32
1042,14.28,0,0.00,0.00,0.00,0.64,127.99,19.02,40.39,85.72
1078,21.88,0,0.00,0.00,0.00,0.64,160.73,21.92,5.29,52.73
1079,55.37,0,0.00,0.00,0.00,0.64,403.24,55.23,6.76,67.57
1081,11.58,0,0.00,0.00,0.00,0.64,87.11,11.41,9.50,47.74
1082,16.72,0,0.00,0.00,0.00,0.64,109.18,15.32,2.27,71.26
1085,44.07,0,0.00,0.00,0.00,0.64,303.50,45.36,17.26,99.94
1087,9.61,0,0.00,0.00,0.00,0.64,65.12,9.69,19.85,100.00
1089,12.51,0,0.00,0.00,0.00,0.64,46.72,6.11,18.51,63.62
1091,11.91,0,0.00,0.00,0.00,0.64,39.74,3.79,0.00,0.24
1092,11.00,0,0.00,0.00,0.00,0.64,57.37,7.50,6.05,36.75
1095,9.19,0,0.00,0.00,0.00,0.64,21.15,2.00,0.00,nan
1045,15.10,0,0.00,0.00,0.00,0.64,127.45,18.40,24.62,78.48
1041,29.25,0,0.00,0.00,0.00,0.64,222.83,33.53,10.18,9.79
995,9.19,0,0.00,0.00,0.00,0.64,5.09,0.76,30.88,4.16
1006,9.43,0,0.00,0.00,0.00,0.64,nan,nan,13.85,nan
996,17.07,0,0.00,0.00,0.00,0.64,nan,nan,12.73,nan
997,23.62,0,0.00,0.00,0.00,0.64,nan,nan,20.54,nan
998,54.40,0,0.00,0.00,0.00,0.64,nan,nan,9.64,nan
999,11.10,0,0.00,0.00,0.00,0.64,nan,nan,21.22,nan
1000,41.60,0,0.00,0.00,0.00,0.64,nan,nan,20.56,nan
1001,8.83,0,0.00,0.00,0.00,0.64,nan,nan,2.39,nan
1002,22.14,0,0.00,0.00,0.00,0.64,nan,nan,17.74,nan
1003,9.56,0,0.00,0.00,0.00,0.64,nan,nan,19.50,nan
1004,8.40,0,0.00,0.00,0.00,0.64,nan,nan,3.09,nan
1005,12.51,0,0.00,0.00,0.00,0.64,nan,nan,4.72,nan
1020,30.63,0,0.00,0.00,0.00,0.64,232.89,34.06,15.23,97.01
1038,10.50,0,0.00,0.00,0.00,0.64,81.22,12.18,23.89,100.00
1021,10.89,0,0.00,0.00,0.00,0.64,90.44,13.04,12.57,89.96
1022,18.22,0,0.00,0.00,0.00,0.64,141.28,21.16,17.93,91.98
1023,11.11,0,0.00,0.00,0.00,0.64,86.02,12.90,16.74,100.00
1024,51.35,0,0.00,0.00,0.00,0.64,397.22,59.51,20.57,96.83
1025,14.97,0,0.00,0.00,0.00,0.64,116.02,17.39,36.15,100.00
1026,11.01,0,0.00,0.00,0.00,0.64,92.83,13.39,6.07,47.04
1028,10.35,0,0.00,0.00,0.00,0.64,87.29,12.60,39.39,100.00
1033,9.88,0,0.00,0.00,0.00,0.64,73.03,10.51,30.02,88.56
1034,17.13,0,0.00,0.00,0.00,0.64,128.49,18.61,11.81,51.43
1037,21.87,0,0.00,0.00,0.00,0.64,163.23,23.46,25.67,81.84
936,47.28,0,0.00,0.00,0.00,0.64,401.66,58.68,4.26,52.88
934,15.10,0,0.00,0.00,0.00,0.64,128.90,18.99,5.34,48.02
767,24.68,0,0.00,0.00,0.00,0.64,nan,nan,0.80,nan
827,10.26,0,0.00,0.00,0.00,0.64,74.62,10.24,9.07,54.34
816,8.47,0,0.00,0.00,0.00,0.64,4.11,0.60,0.94,8.26
817,50.48,0,0.00,0.00,0.00,0.64,8.70,1.15,0.65,2.23
818,13.86,0,0.00,0.00,0.00,0.64,101.87,12.95,24.48,99.10
819,10.19,0,0.00,0.00,0.00,0.64,74.87,9.52,14.83,47.78
820,11.85,0,0.00,0.00,0.00,0.64,6.89,1.00,0.38,7.54
821,36.40,0,0.00,0.00,0.00,0.64,67.94,10.03,2.40,20.17
550,19.88,0,0.00,0.00,0.00,0.64,nan,nan,2.44,nan
823,15.55,0,0.00,0.00,0.00,0.64,113.77,14.95,35.93,93.15
825,15.35,0,0.00,0.00,0.00,0.64,111.73,15.29,9.46,41.33
826,14.86,0,0.00,0.00,0.00,0.64,108.11,14.84,14.81,76.68
828,10.68,0,0.00,0.00,0.00,0.64,77.72,10.67,2.24,12.52
814,44.53,0,0.00,0.00,0.00,0.64,326.76,41.68,13.27,75.36
830,11.29,0,0.00,0.00,0.00,0.64,91.81,11.93,10.52,99.46
831,14.12,0,0.00,0.00,0.00,0.64,102.96,14.08,10.21,100.00
832,25.83,0,0.00,0.00,0.00,0.64,188.19,25.78,9.86,100.00
834,24.28,0,0.00,0.00,0.00,0.64,18.56,2.67,1.62,2.03
835,30.08,0,0.00,0.00,0.00,0.64,181.16,23.95,3.63,4.09
836,14.57,0,0.00,0.00,0.00,0.64,80.97,10.70,7.62,nan
838,11.91,0,0.00,0.00,0.00,0.64,71.70,9.48,2.52,6.33
839,17.42,0,0.00,0.00,0.00,0.64,104.92,13.87,2.13,2.74
840,11.30,0,0.00,0.00,0.00,0.64,68.22,9.01,7.75,29.16
842,29.74,0,0.00,0.00,0.00,0.64,171.11,22.51,19.91,14.75
815,8.58,0,0.00,0.00,0.00,0.64,63.08,8.02,6.82,78.03
813,331.93,0,0.00,0.00,0.00,0.64,42.27,5.91,0.28,1.55
844,8.59,0,0.00,0.00,0.00,0.64,54.60,7.12,6.50,16.17
778,12.50,0,0.00,0.00,0.00,0.64,nan,nan,3.34,nan
768,9.47,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
769,19.53,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
770,17.65,0,0.00,0.00,0.00,0.64,nan,nan,2.02,nan
771,50.81,0,0.00,0.00,0.00,0.64,nan,nan,1.77,nan
772,34.26,0,0.00,0.00,0.00,0.64,nan,nan,4.87,nan
773,17.55,0,0.00,0.00,0.00,0.64,nan,nan,7.14,nan
774,9.19,0,0.00,0.00,0.00,0.64,nan,nan,21.06,nan
775,19.65,0,0.00,0.00,0.00,0.64,nan,nan,17.74,nan
776,10.81,0,0.00,0.00,0.00,0.64,nan,nan,25.63,nan
777,13.83,0,0.00,0.00,0.00,0.64,nan,nan,9.72,nan
779,20.15,0,0.00,0.00,0.00,0.64,nan,nan,25.64,nan
812,21.07,0,0.00,0.00,0.00,0.64,155.00,19.82,8.79,57.89
782,23.56,0,0.00,0.00,0.00,0.64,171.13,24.33,25.24,97.52
784,9.62,0,0.00,0.00,0.00,0.64,69.85,9.92,11.44,100.00
785,27.10,0,0.00,0.00,0.00,0.64,172.67,22.54,18.68,97.98
787,14.09,0,0.00,0.00,0.00,0.64,89.69,11.70,41.70,100.00
788,12.21,0,0.00,0.00,0.00,0.64,77.92,10.22,10.13,76.57
792,9.55,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
796,10.19,0,0.00,0.00,0.00,0.64,77.33,11.21,15.84,100.00
803,44.20,0,0.00,0.00,0.00,0.64,nan,nan,0.08,0.22
804,16.27,0,0.00,0.00,0.00,0.64,108.75,14.73,12.75,74.42
806,43.50,0,0.00,0.00,0.00,0.64,299.36,41.40,19.88,61.30
843,8.68,0,0.00,0.00,0.00,0.64,55.26,7.21,14.41,75.69
845,8.45,0,0.00,0.00,0.00,0.64,53.80,7.02,1.98,9.34
933,9.96,0,0.00,0.00,0.00,0.64,82.64,12.18,7.42,81.64
918,18.76,0,0.00,0.00,0.00,0.64,25.32,3.64,2.59,16.25
902,27.36,0,0.00,0.00,0.00,0.64,223.46,32.53,11.52,99.95
904,15.43,0,0.00,0.00,0.00,0.64,112.28,15.41,9.31,83.32
907,13.63,0,0.00,0.00,0.00,0.64,98.91,13.60,19.54,99.63
909,10.53,0,0.00,0.00,0.00,0.64,81.58,12.23,21.64,100.00
910,11.24,0,0.00,0.00,0.00,0.64,81.77,11.22,4.10,100.00
911,12.55,0,0.00,0.00,0.00,0.64,91.23,12.53,5.43,20.27
912,10.78,0,0.00,0.00,0.00,0.64,78.43,10.77,27.98,100.00
915,24.23,0,0.00,0.00,0.00,0.64,172.38,25.31,1.56,36.44
916,16.31,0,0.00,0.00,0.00,0.64,139.72,20.59,4.23,42.13
917,13.43,0,0.00,0.00,0.00,0.64,114.33,16.77,5.10,44.38
919,14.55,0,0.00,0.00,0.00,0.64,28.52,4.10,4.60,23.52
900,8.49,0,0.00,0.00,0.00,0.64,61.74,8.48,38.04,100.00
920,8.35,0,0.00,0.00,0.00,0.64,1.46,0.21,0.20,2.45
921,29.45,0,0.00,0.00,0.00,0.64,29.98,4.31,1.49,12.31
922,11.42,0,0.00,0.00,0.00,0.64,9.68,1.39,0.57,9.72
924,16.20,0,0.00,0.00,0.00,0.64,137.13,19.49,23.19,90.78
926,20.52,0,0.00,0.00,0.00,0.64,38.62,5.57,0.98,22.31
927,35.25,0,0.00,0.00,0.00,0.64,295.07,41.38,5.13,85.52
929,32.41,0,0.00,0.00,0.00,0.64,13.66,1.97,0.18,nan
930,17.38,0,0.00,0.00,0.00,0.64,148.77,21.93,5.17,68.43
931,11.27,0,0.00,0.00,0.00,0.64,96.37,14.20,4.99,39.82
932,12.99,0,0.00,0.00,0.00,0.64,110.32,16.25,8.37,99.34
901,8.26,0,0.00,0.00,0.00,0.64,60.09,8.25,34.35,92.93
888,37.04,0,0.00,0.00,0.00,0.64,237.74,34.29,11.21,85.91
846,21.40,0,0.00,0.00,0.00,0.64,136.09,17.75,5.75,10.19
861,51.57,0,0.00,0.00,0.00,0.64,329.19,43.01,4.30,16.12
849,16.37,0,0.00,0.00,0.00,0.64,nan,nan,16.14,nan
850,12.76,0,0.00,0.00,0.00,0.64,66.94,8.90,6.26,0.02
851,9.60,0,0.00,0.00,0.00,0.64,16.60,2.21,25.44,nan
852,10.24,0,0.00,0.00,0.00,0.64,nan,nan,8.95,nan
853,22.86,0,0.00,0.00,0.00,0.64,83.54,11.10,14.57,0.01
854,23.74,0,0.00,0.00,0.00,0.64,106.62,14.17,31.27,nan
855,11.63,0,0.00,0.00,0.00,0.64,42.17,5.60,16.13,nan
856,10.80,0,0.00,0.00,0.00,0.64,nan,nan,34.56,nan
858,9.67,0,0.00,0.00,0.00,0.64,61.51,8.02,0.52,3.47
859,8.31,0,0.00,0.00,0.00,0.64,52.97,6.92,2.98,15.76
864,8.80,0,0.00,0.00,0.00,0.64,63.27,8.70,19.93,100.00
884,9.71,0,0.00,0.00,0.00,0.64,61.49,8.88,21.80,92.71
865,8.55,0,0.00,0.00,0.00,0.64,62.00,8.50,20.78,100.00
866,26.48,0,0.00,0.00,0.00,0.64,182.75,25.22,12.72,57.79
867,12.04,0,0.00,0.00,0.00,0.64,88.48,11.26,1.13,3.46
868,21.76,0,0.00,0.00,0.00,0.64,159.73,20.36,11.31,49.67
869,8.62,0,0.00,0.00,0.00,0.64,63.32,8.05,20.60,73.00
872,11.55,0,0.00,0.00,0.00,0.64,64.45,8.57,25.52,nan
874,9.93,0,0.00,0.00,0.00,0.64,62.42,7.58,5.83,22.86
875,24.72,0,0.00,0.00,0.00,0.64,130.91,17.28,7.45,1.91
878,8.63,0,0.00,0.00,0.00,0.64,54.61,7.92,12.85,59.33
881,26.16,0,0.00,0.00,0.00,0.64,165.88,20.43,1.66,5.41
551,10.30,0,0.00,0.00,0.00,0.64,nan,nan,16.79,nan
549,12.64,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
3,78.96,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
172,40.92,0,0.00,0.00,0.00,0.64,nan,nan,14.34,nan
174,13.81,0,0.00,0.00,0.00,0.64,nan,nan,7.17,nan
175,11.48,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
176,18.32,0,0.00,0.00,0.00,0.64,nan,nan,2.10,nan
177,13.34,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
178,27.10,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
179,28.37,0,0.00,0.00,0.00,0.64,nan,nan,6.09,nan
180,145.77,0,0.00,0.00,0.00,0.64,nan,nan,1.29,nan
181,8.58,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
182,8.22,0,0.00,0.00,0.00,0.64,nan,nan,18.32,nan
183,11.17,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
184,34.09,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
185,44.99,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
186,63.78,0,0.00,0.00,0.00,0.64,nan,nan,4.36,nan
187,20.45,0,0.00,0.00,0.00,0.64,nan,nan,9.99,nan
188,10.85,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
189,15.33,0,0.00,0.00,0.00,0.64,nan,nan,24.20,nan
191,8.50,0,0.00,0.00,0.00,0.64,nan,nan,23.45,nan
192,19.20,0,0.00,0.00,0.00,0.64,nan,nan,5.34,nan
193,36.53,0,0.00,0.00,0.00,0.64,nan,nan,13.46,nan
194,15.04,0,0.00,0.00,0.00,0.64,nan,nan,17.18,nan
195,31.80,0,0.00,0.00,0.00,0.64,nan,nan,25.53,nan
196,13.58,0,0.00,0.00,0.00,0.64,nan,nan,23.34,nan
197,17.32,0,0.00,0.00,0.00,0.64,nan,nan,2.04,nan
198,23.33,0,0.00,0.00,0.00,0.64,nan,nan,5.50,nan
199,131.18,0,0.00,0.00,0.00,0.64,nan,nan,1.35,nan
200,17.89,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
201,9.45,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
202,8.40,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
203,34.47,0,0.00,0.00,0.00,0.64,nan,nan,2.98,nan
173,8.45,0,0.00,0.00,0.00,0.64,nan,nan,8.93,nan
171,86.65,0,0.00,0.00,0.00,0.64,nan,nan,15.30,nan
205,10.29,0,0.00,0.00,0.00,0.64,nan,nan,0.99,nan
169,36.86,0,0.00,0.00,0.00,0.64,nan,nan,9.38,nan
140,8.41,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
141,192.18,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
142,20.22,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
143,8.60,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
144,18.56,0,0.00,0.00,0.00,0.64,nan,nan,1.50,nan
145,10.81,0,0.00,0.00,0.00,0.64,nan,nan,0.93,nan
146,22.46,0,0.00,0.00,0.00,0.64,nan,nan,4.54,nan
147,10.85,0,0.00,0.00,0.00,0.64,nan,nan,3.69,nan
148,15.86,0,0.00,0.00,0.00,0.64,nan,nan,4.90,nan
149,32.93,0,0.00,0.00,0.00,0.64,nan,nan,6.38,nan
150,38.24,0,0.00,0.00,0.00,0.64,nan,nan,1.20,nan
151,74.68,0,0.00,0.00,0.00,0.64,nan,nan,5.16,nan
152,8.62,0,0.00,0.00,0.00,0.64,nan,nan,4.93,nan
153,56.92,0,0.00,0.00,0.00,0.64,nan,nan,2.97,nan
154,11.44,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
155,23.28,0,0.00,0.00,0.00,0.64,nan,nan,4.01,nan
156,15.07,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
157,13.37,0,0.00,0.00,0.00,0.64,nan,nan,1.15,nan
158,14.68,0,0.00,0.00,0.00,0.64,nan,nan,0.42,nan
159,11.70,0,0.00,0.00,0.00,0.64,nan,nan,10.27,nan
160,17.24,0,0.00,0.00,0.00,0.64,nan,nan,1.68,nan
161,16.25,0,0.00,0.00,0.00,0.64,nan,nan,1.82,nan
162,16.65,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
163,54.08,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
164,23.17,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
165,29.67,0,0.00,0.00,0.00,0.64,nan,nan,8.21,nan
166,30.21,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
167,11.86,0,0.00,0.00,0.00,0.64,nan,nan,2.80,nan
168,13.83,0,0.00,0.00,0.00,0.64,nan,nan,10.23,nan
204,13.66,0,0.00,0.00,0.00,0.64,nan,nan,2.50,nan
206,13.53,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
138,16.04,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
241,12.50,0,0.00,0.00,0.00,0.64,nan,nan,18.70,nan
243,8.52,0,0.00,0.00,0.00,0.64,nan,nan,26.87,nan
244,26.92,0,0.00,0.00,0.00,0.64,14.84,2.15,7.30,nan
245,12.42,0,0.00,0.00,0.00,0.64,nan,nan,12.78,nan
246,50.34,0,0.00,0.00,0.00,0.64,59.46,8.63,6.12,nan
247,18.02,0,0.00,0.00,0.00,0.64,36.02,5.23,1.32,nan
248,29.70,0,0.00,0.00,0.00,0.64,nan,nan,0.70,nan
249,18.89,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
250,17.38,0,0.00,0.00,0.00,0.64,nan,nan,3.64,nan
251,19.36,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
252,30.16,0,0.00,0.00,0.00,0.64,nan,nan,2.92,nan
253,21.33,0,0.00,0.00,0.00,0.64,7.89,1.14,2.02,nan
255,15.61,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
256,12.25,0,0.00,0.00,0.00,0.64,nan,nan,6.36,nan
257,15.91,0,0.00,0.00,0.00,0.64,nan,nan,0.48,nan
258,57.63,0,0.00,0.00,0.00,0.64,153.17,21.78,12.07,nan
259,12.61,0,0.00,0.00,0.00,0.64,75.05,10.89,15.84,nan
260,9.26,0,0.00,0.00,0.00,0.64,53.37,7.73,8.35,6.83
261,9.27,0,0.00,0.00,0.00,0.64,59.01,8.56,13.70,73.44
262,35.17,0,0.00,0.00,0.00,0.64,220.26,31.94,8.84,21.16
264,8.42,0,0.00,0.00,0.00,0.64,54.58,7.92,12.42,nan
265,27.06,0,0.00,0.00,0.00,0.64,175.41,25.44,2.14,nan
266,27.47,0,0.00,0.00,0.00,0.64,175.42,25.44,2.41,nan
267,8.81,0,0.00,0.00,0.00,0.64,54.48,7.90,1.00,nan
268,1734.68,0,0.00,0.00,0.00,0.64,1952.51,279.26,8.57,0.09
269,15.92,0,0.00,0.00,0.00,0.64,103.21,14.97,5.86,nan
270,33.70,0,0.00,0.00,0.00,0.64,196.51,28.50,10.45,nan
271,29.09,0,0.00,0.00,0.00,0.64,162.03,23.50,17.38,nan
272,24.67,0,0.00,0.00,0.00,0.64,159.91,23.20,23.57,nan
273,72.64,0,0.00,0.00,0.00,0.64,465.33,67.72,12.55,13.13
242,30.86,0,0.00,0.00,0.00,0.64,78.13,10.90,11.07,nan
240,11.98,0,0.00,0.00,0.00,0.64,nan,nan,11.62,nan
207,8.45,0,0.00,0.00,0.00,0.64,nan,nan,11.84,nan
239,38.17,0,0.00,0.00,0.00,0.64,32.40,4.29,11.34,nan
208,13.83,0,0.00,0.00,0.00,0.64,nan,nan,6.32,nan
209,26.52,0,0.00,0.00,0.00,0.64,nan,nan,4.95,nan
210,18.22,0,0.00,0.00,0.00,0.64,nan,nan,15.59,nan
211,10.25,0,0.00,0.00,0.00,0.64,nan,nan,27.82,nan
212,13.04,0,0.00,0.00,0.00,0.64,nan,nan,26.00,nan
213,8.65,0,0.00,0.00,0.00,0.64,nan,nan,7.04,nan
214,10.68,0,0.00,0.00,0.00,0.64,nan,nan,10.64,nan
215,36.01,0,0.00,0.00,0.00,0.64,nan,nan,8.51,nan
216,45.13,0,0.00,0.00,0.00,0.64,nan,nan,7.72,nan
217,85.10,0,0.00,0.00,0.00,0.64,nan,nan,6.78,nan
218,8.89,0,0.00,0.00,0.00,0.64,nan,nan,3.18,nan
219,18.30,0,0.00,0.00,0.00,0.64,nan,nan,25.85,nan
220,30.44,0,0.00,0.00,0.00,0.64,nan,nan,1.39,nan
221,40.88,0,0.00,0.00,0.00,0.64,41.54,5.49,9.72,nan
222,10.06,0,0.00,0.00,0.00,0.64,nan,nan,8.74,nan
223,9.85,0,0.00,0.00,0.00,0.64,nan,nan,31.36,nan
224,21.73,0,0.00,0.00,0.00,0.64,nan,nan,20.52,nan
226,9.99,0,0.00,0.00,0.00,0.64,nan,nan,7.82,nan
227,10.78,0,0.00,0.00,0.00,0.64,nan,nan,24.68,nan
228,15.37,0,0.00,0.00,0.00,0.64,nan,nan,5.68,nan
229,196.15,0,0.00,0.00,0.00,0.64,nan,nan,8.02,nan
230,23.35,0,0.00,0.00,0.00,0.64,nan,nan,12.01,nan
231,10.08,0,0.00,0.00,0.00,0.64,nan,nan,4.70,nan
232,33.90,0,0.00,0.00,0.00,0.64,nan,nan,13.12,nan
233,8.40,0,0.00,0.00,0.00,0.64,nan,nan,12.55,nan
234,8.88,0,0.00,0.00,0.00,0.64,nan,nan,32.42,nan
235,18.56,0,0.00,0.00,0.00,0.64,nan,nan,21.90,nan
236,58.96,0,0.00,0.00,0.00,0.64,nan,nan,21.84,nan
237,10.16,0,0.00,0.00,0.00,0.64,32.40,4.29,16.23,nan
139,15.06,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
137,53.53,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
548,33.49,0,0.00,0.00,0.00,0.64,16.55,1.57,4.36,nan
37,12.83,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
39,12.13,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
40,36.00,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
41,26.02,0,0.00,0.00,0.00,0.64,nan,nan,0.17,nan
42,232.45,0,0.00,0.00,0.00,0.64,nan,nan,2.55,nan
43,12.09,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
44,12.22,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
45,9.31,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
46,26.04,0,0.00,0.00,0.00,0.64,nan,nan,0.27,nan
47,90.06,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
48,8.72,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
49,10.24,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
50,39.08,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
51,36.19,0,0.00,0.00,0.00,0.64,nan,nan,4.35,nan
52,8.31,0,0.00,0.00,0.00,0.64,nan,nan,0.91,nan
53,83.98,0,0.00,0.00,0.00,0.64,nan,nan,1.02,nan
54,71.87,0,0.00,0.00,0.00,0.64,nan,nan,0.49,nan
55,14.26,0,0.00,0.00,0.00,0.64,nan,nan,0.48,nan
56,8.27,0,0.00,0.00,0.00,0.64,nan,nan,0.42,nan
57,27.43,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
58,15.75,0,0.00,0.00,0.00,0.64,nan,nan,2.09,nan
59,18.25,0,0.00,0.00,0.00,0.64,nan,nan,3.48,nan
60,15.57,0,0.00,0.00,0.00,0.64,nan,nan,1.99,nan
61,13.26,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
62,44.04,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
63,73.11,0,0.00,0.00,0.00,0.64,nan,nan,1.20,nan
64,773.55,0,0.00,0.00,0.00,0.64,nan,nan,2.72,nan
65,10.13,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
66,8.45,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
67,10.17,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
38,10.70,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
36,50.27,0,0.00,0.00,0.00,0.64,nan,nan,0.10,nan
69,10.75,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
35,48.73,0,0.00,0.00,0.00,0.64,nan,nan,0.19,nan
4,9.93,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
5,65.62,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
6,11.96,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
7,50.21,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
8,67.11,0,0.00,0.00,0.00,0.64,nan,nan,10.68,nan
9,13.52,0,0.00,0.00,0.00,0.64,nan,nan,16.70,nan
10,16.47,0,0.00,0.00,0.00,0.64,nan,nan,11.85,nan
11,12.73,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
12,32.37,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
13,135.92,0,0.00,0.00,0.00,0.64,nan,nan,8.61,nan
14,27.25,0,0.00,0.00,0.00,0.64,nan,nan,11.36,nan
15,116.06,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
16,19.17,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
17,14.01,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
19,1069.94,0,0.00,0.00,0.00,0.64,nan,nan,0.99,nan
20,10.49,0,0.00,0.00,0.00,0.64,nan,nan,0.00,nan
